NIF;NOMBRE DEL FONDO;NOMBRE DE LA GESTORA;DIRECCIÓN;POLÍTICA DE INVERSIÓN;VARIABILIDAD DEL CAPITAL;SUB FONDO;ISIN;CÓDIGO DE SUPERVISOR
V64623309;HIGHGROWTH INNOVACION, FCR;NEKKO CAPITAL, SGEIC, S.A.;AVDA. DIAGONAL, 405 BIS 2º 2ª, 08008, BARCELONA;otros;capital fijo;No;ES0144887009;FCR81
V85614766;HIPERION TURNAROUND FUND I, FCR;HIPERION CAPITAL MANAGEMENT, S.G.E.I.C., S.A.;C/MANUEL SILVELA 1, 4ª PLANTA, DCHA, 28010, MADRID;otros;capital fijo;No;ES0145641009;FCR108
V96665328;HORIZONTE GLOBAL,FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;otros;capital variable;No;ES0110086032;FI1178
V88080726;HOROS VALUE IBERIA, FI;HOROS ASSET MANAGEMENT, SGIIC, S.A.;C/ NUÑEZ DE BALBOA 120, 2ºB, 28006, MADRID;participaciones;capital variable;No;ES0146311008;FI5267
V88080734;HOROS VALUE INTERNACIONAL,FI;HOROS ASSET MANAGEMENT, SGIIC, S.A.;C/ NUÑEZ DE BALBOA 120, 2ºB, 28006, MADRID;participaciones;capital variable;No;ES0146309002;FI5269
V99410565;IBERCAJA ALL STAR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0162883005;FI4760
V99410565;IBERCAJA ALL STAR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0162883013;FI4760
V99210742;IBERCAJA ALPHA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;otros;capital variable;No;ES0146756004;FI4009
V99210742;IBERCAJA ALPHA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;otros;capital variable;No;ES0146756012;FI4009
V50781152;IBERCAJA BOLSA EUROPA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0130705009;FI1686
V50781152;IBERCAJA BOLSA EUROPA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0130705033;FI1686
V50610633;IBERCAJA BOLSA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147186003;FI539
V50610633;IBERCAJA BOLSA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147186037;FI539
V50724236;IBERCAJA BOLSA INTERNACIONAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147641007;FI1126
V50724236;IBERCAJA BOLSA INTERNACIONAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147641031;FI1126
V50933217;IBERCAJA BOLSA USA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147034005;FI2605
V50933217;IBERCAJA BOLSA USA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147034039;FI2605
V99185753;IBERCAJA BP RENTA FIJA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146791001;FI3932
V99185753;IBERCAJA BP RENTA FIJA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146791019;FI3932
V99309460;IBERCAJA BP SELECCION GLOBAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;otros;capital variable;No;ES0146758000;FI4346
V99309460;IBERCAJA BP SELECCION GLOBAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;otros;capital variable;No;ES0146758018;FI4346
V99382038;IBERCAJA CAPITAL GARANTIZADO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0144254002;FI4625
V99410557;IBERCAJA CAPITAL GARANTIZADO 3, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146742012;FI4751
V99094138;IBERCAJA CAPITAL GARANTIZADO 5, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146842036;FI3402
V99209025;IBERCAJA CONSERVADOR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146792009;FI4005
V99209025;IBERCAJA CONSERVADOR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146792025;FI4005
V99209025;IBERCAJA CONSERVADOR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146792033;FI4005
V99113300;IBERCAJA CRECIMIENTO DINAMICO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;otros;capital variable;No;ES0146843000;FI3491
V99113300;IBERCAJA CRECIMIENTO DINAMICO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;otros;capital variable;No;ES0146843034;FI3491
V99210734;IBERCAJA DIVIDENDO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0146824000;FI4011
V99210734;IBERCAJA DIVIDENDO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0146824018;FI4011
V99114936;IBERCAJA DOLAR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146942000;FI3498
V99114936;IBERCAJA DOLAR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146942034;FI3498
V50731207;IBERCAJA EMERGENTES, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0102562008;FI1287
V50731207;IBERCAJA EMERGENTES, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0102562032;FI1287
V99152050;IBERCAJA EMERGING BONDS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146822004;FI3794
V99152050;IBERCAJA EMERGING BONDS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146822012;FI3794
V99468837;IBERCAJA EUROPA STAR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0146793007;FI5007
V99468837;IBERCAJA EUROPA STAR, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0146793015;FI5007
V50836840;IBERCAJA FINANCIERO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147104006;FI2075
V50836840;IBERCAJA FINANCIERO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147104030;FI2075
V50719665;IBERCAJA FLEXIBLE EUROPA 10-40, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0147146031;FI1056
V50762145;IBERCAJA FLEXIBLE EUROPA 50-80, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0102563030;FI1533
V50452077;IBERCAJA FONDTESORO CORTO PLAZO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147177036;FI3595
V99523508;IBERCAJA GESTIÓN EQUILIBRADA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0146794005;FI5271
V50966621;IBERCAJA GESTION GARANTIZADO 5, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147106035;FI2755
V99277048;IBERCAJA GESTION GARANTIZADO 6, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147107009;FI4209
V99468829;IBERCAJA GLOBAL BRANDS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147109005;FI5004
V99468829;IBERCAJA GLOBAL BRANDS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147109013;FI5004
V50843762;IBERCAJA HIGH YIELD, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147105003;FI2140
V50843762;IBERCAJA HIGH YIELD, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147105037;FI2140
V50731199;IBERCAJA HORIZONTE, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147642039;FI1200
V50831627;IBERCAJA JAPON, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147129003;FI2025
V50831627;IBERCAJA JAPON, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147129037;FI2025
V99272197;IBERCAJA MIXTO FLEXIBLE 15, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0146944006;FI4196
V99272197;IBERCAJA MIXTO FLEXIBLE 15, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0146944014;FI4196
V50854546;IBERCAJA NUEVAS OPORTUNIDADES, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147076006;FI2244
V50854546;IBERCAJA NUEVAS OPORTUNIDADES, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147076030;FI2244
V99237638;IBERCAJA OPORTUNIDAD RENTA FIJA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0184007005;FI4103
V99237638;IBERCAJA OPORTUNIDAD RENTA FIJA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0184007013;FI4103
V50836832;IBERCAJA PETROQUIMICO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0130706007;FI2074
V50836832;IBERCAJA PETROQUIMICO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0130706031;FI2074
V50777689;IBERCAJA PLUS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147102000;FI1673
V50777689;IBERCAJA PLUS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147102018;FI1673
V50777689;IBERCAJA PLUS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147102034;FI1673
V50777689;IBERCAJA PLUS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147102042;FI1673
V99198038;IBERCAJA RENTA FIJA 2021, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147045001;FI3966
V99470445;IBERCAJA RENTA FIJA 2024, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147051009;FI5017
V50824424;IBERCAJA RENTA INTERNACIONAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0102564038;FI1972
V50821529;IBERCAJA SANIDAD, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147195004;FI1959
V50821529;IBERCAJA SANIDAD, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147195038;FI1959
V50847847;IBERCAJA SECTOR INMOBILIARIO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147196002;FI2243
V50847847;IBERCAJA SECTOR INMOBILIARIO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147196036;FI2243
V50892694;IBERCAJA SELECCION BOLSA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147077004;FI2452
V50892694;IBERCAJA SELECCION BOLSA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147077038;FI2452
V50892728;IBERCAJA SELECCION CAPITAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0147197034;FI2456
V50680859;IBERCAJA SELECCION RENTA FIJA, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0147192035;FI676
V50805373;IBERCAJA SELECCION RENTA INTERNACIONAL, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;mixtos;capital variable;No;ES0147149035;FI1892
V99003022;IBERCAJA SMALL CAPS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0130708003;FI2910
V99003022;IBERCAJA SMALL CAPS, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0130708037;FI2910
V50821511;IBERCAJA TECNOLOGICO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147644001;FI1960
V50821511;IBERCAJA TECNOLOGICO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147644035;FI1960
V50847839;IBERCAJA UTILITIES, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147189007;FI2178
V50847839;IBERCAJA UTILITIES, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;participaciones;capital variable;No;ES0147189031;FI2178
V99471625;IBERCAJA 2024 GARANTIZADO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146754009;FI5024
V99475865;IBERCAJA 2024 GARANTIZADO-2,FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0162890000;FI5061
V99478869;IBERCAJA 2024 GARANTIZADO-3, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0162891008;FI5067
V99346892;IBERCAJA 2025 GARANTIZADO, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146945003;FI4493
V99245243;IBERCAJA 2025 GARANTIZADO 2, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146845005;FI4127
V99496010;IBERCAJA 2025 GARANTIZADO-3, FI;IBERCAJA GESTION, SGIIC, S.A.;Pº DE LA CONSTITUCION, 4, 50008, ZARAGOZA;obligaciones;capital variable;No;ES0146946001;FI5162
V87118048;IBERIAN PRIVATE DEBT FUND, FIL;TRESSIS GESTION, S.G.I.I.C., S.A.;CALLE ORENSE, 4- PLANTA 13, 28020, MADRID;alto riesgo;capital variable;No;ES0147228003;FIL51
V87118048;IBERIAN PRIVATE DEBT FUND, FIL;TRESSIS GESTION, S.G.I.I.C., S.A.;CALLE ORENSE, 4- PLANTA 13, 28020, MADRID;alto riesgo;capital variable;No;ES0147228011;FIL51
V87118048;IBERIAN PRIVATE DEBT FUND, FIL;TRESSIS GESTION, S.G.I.I.C., S.A.;CALLE ORENSE, 4- PLANTA 13, 28020, MADRID;alto riesgo;capital variable;No;ES0147228029;FIL51
V87238838;IBERIAN VALUE, FI;DUX INVERSORES, SGIIC, S.A.;VELAZQUEZ, 25, 28001, MADRID;participaciones;capital variable;No;ES0147229001;FI4860
V87856530;ICARIA CAPITAL, FI;ESFERA CAPITAL GESTIÓN SGIIC, S.A.;C/ CHILLIDA 4, 4ª PLANTA, OFICINA 7, 04740, ROQUETAS DE MAR;otros;capital variable;No;ES0147491007;FI5193
V70027420;I+D UNIFONDO, FONDO DE CAPITAL RIESGO DE REGIMEN SIMPLIFICADO;UNINVEST, SGEIC, SA;EDIFICIO EMPRENDIA, CAMPUS UNIVERSITARIO SUR, 15782, SANTIAGO DE COMPOSTELA;otros;capital fijo;No;ES0146841038;FCR52
V86359544;IGVF FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;otros;capital variable;No;ES0147411005;FI4421
V60180791;IM 93 RENTA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;otros;capital variable;No;ES0130588033;FI373
V84803238;IMANTIA  GLOBAL MODERADO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;otros;capital variable;No;ES0169082031;FI3566
V82062696;IMANTIA CORTO PLAZO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0107432009;FI1566
V82062696;IMANTIA CORTO PLAZO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0107432033;FI1566
V28706448;IMANTIA DECIDIDO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;mixtos;capital variable;No;ES0107512032;FI30
V80674294;IMANTIA DEUDA SUBORDINADA, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;mixtos;capital variable;No;ES0107531032;FI432
V84053982;IMANTIA FLEXIBLE, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;otros;capital variable;No;ES0106949037;FI2992
V84564624;IMANTIA FONDEPOSITO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0106933007;FI3389
V84564624;IMANTIA FONDEPOSITO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0106933015;FI3389
V84564624;IMANTIA FONDEPOSITO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0106933023;FI3389
V84564624;IMANTIA FONDEPOSITO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0106933031;FI3389
V84865963;IMANTIA GLOBAL CONSERVADOR, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;otros;capital variable;No;ES0106951033;FI3698
V87560355;IMANTIA IBEX 35, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;otros;capital variable;No;ES0149051007;FI5021
V79489316;IMANTIA RENTA FIJA FLEXIBLE, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0107516009;FI3605
V79489316;IMANTIA RENTA FIJA FLEXIBLE, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0107516017;FI3605
V79489316;IMANTIA RENTA FIJA FLEXIBLE, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;obligaciones;capital variable;No;ES0107516033;FI3605
V80773641;IMANTIA RV IBERIA, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;participaciones;capital variable;No;ES0107472039;FI475
V81609349;IMANTIA RV ZONA EURO, FI;IMANTIA CAPITAL, S.G.I.I.C., S.A.;C/ SERRANO 45, 3ª PLANTA, 28001, MADRID;participaciones;capital variable;No;ES0107492037;FI820
V87749917-1;IMDI FUNDS, FI/IMDI FUNDS / IMDI AZUL;INTERMONEY GESTION, S.G.I.I.C., S.A.;C/ PRINCIPE DE VERGARA, 131, PLANTA 3ª, 28002, MADRID;mixtos;capital variable;No;ES0147868030;FI5139-1
V87749917-2;IMDI FUNDS, FI/IMDI FUNDS / IMDI OCRE;INTERMONEY GESTION, S.G.I.I.C., S.A.;C/ PRINCIPE DE VERGARA, 131, PLANTA 3ª, 28002, MADRID;mixtos;capital variable;No;ES0147868022;FI5139-2
V87749917-3;IMDI FUNDS, FI/IMDI FUNDS / IMDI ROJO;INTERMONEY GESTION, S.G.I.I.C., S.A.;C/ PRINCIPE DE VERGARA, 131, PLANTA 3ª, 28002, MADRID;participaciones;capital variable;No;ES0147868014;FI5139-3
V87749917-4;IMDI FUNDS, FI/IMDI FUNDS / IMDI VERDE;INTERMONEY GESTION, S.G.I.I.C., S.A.;C/ PRINCIPE DE VERGARA, 131, PLANTA 3ª, 28002, MADRID;mixtos;capital variable;No;ES0147868006;FI5139-4
V86164480;INDIA OPPORTUNITIES FUND I, FCR, DE REGIMEN COMUN;AXON PARTNERS GROUP INVESTMENT, SGEIC, S.A.;CALLE SAGASTA, 18, 3ª PLANTA, 28004, MADRID;otros;capital fijo;No;ES0148123005;FCR129
V85313021;ING DIRECT FONDO NARANJA CONSERVADOR, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0152747004;FI3951
V85313468;ING DIRECT FONDO NARANJA DINAMICO, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0152743003;FI3952
V84390749;ING DIRECT FONDO NARANJA EURO STOXX 50, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0152771038;FI3244
V87527925;ING DIRECT FONDO NARANJA EURO25, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0152744001;FI4998
V83198903;ING DIRECT FONDO NARANJA IBEX 35, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0152741031;FI2549
V85313500;ING DIRECT FONDO NARANJA MODERADO, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0152739001;FI3953
V84650456;ING DIRECT FONDO NARANJA RENTA FIJA, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;obligaciones;capital variable;No;ES0152772036;FI3441
V82732942;ING DIRECT FONDO NARANJA STANDARD & POOR´S 500, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0152769032;FI2240
V98255144;INNVAL INNOVACION Y DESARROLLO, FCR;AMBAR CAPITAL Y EXPANSION, SGEIC, S.A.;SERRANO 57, 28001, MADRID;otros;capital fijo;No;ES0175227000;FCR121
